POPULATION;NOIND;transport_personnel;transport_ecole;tv_score;tv_duree;jvideo_score;jvideo_duree;ordi_score;ordi_duree;jeux_pleinair_nbjours;enfant_actif;eps_ouinon;eps_nbjours;eps_duree;club_nbjours;club_nb;activite_musculation_nbjours;activite_moderee_nbjours;activite_intense_nbjours;escalier_score;emploi_4sem;travail_freq_semaine;travail_duree;travail_score;transport_voiture_score;transport_public_score;transport_velo_score;transport_pied_score;transport_score;activite_balayer_score;activite_nettoyer_score;activite_aspirateur_score;activite_repasser_score;activite_vaisselle_score;activite_lessive_score;activite_jardiner_score;activite_tondre_score;activite_arroser_score;activite_becher_score;activite_bricoler_score;activite_marche_score;activite_piscine_score;activite_velo_score;activite_roller_score;activite_danse_salon_score;activite_bowling_score;activite_billard_score;activite_peche_score;activite_chasse_score;activite_loisirs_assis_score;activite_loisirs_debout_score;activite_randonnee_score;activite_jogging_score;activite_natation_score;activite_yoga_score;activite_rameur_score;activite_aerobic_score;activite_danse_moderne_score;activite_cyclisme_score;activite_tennis_score;activite_boxe_score;activite_escrime_score;activite_haltere_score;activite_athletisme_score;activite_ski_score;activite_voile_score;activite_canoe_score;activite_equitation_score;activite_golf_score;activite_tir_score;activite_moto_score;activite_musique_score;activite_ping_pong_score;activite_gym_score;activite_escalade_score;activite_alpinisme_score;activite_foot_score;activite_rugby_score;activite_basket_score;activite_hand_score;activite_volley_score;activite_hockey_score;activite_domloissport_duree;activite_domloissport_score;activite_moderee_score;activite_intense_score;activite_total_duree;activite_total_score;nap;profil_activite;sedentarite;sedentarite_duree
Pop2 Individu;415401201;1;;2.6428599;2.6428599;0;0;1.5;1;;;;;;;;;;;3.513895;1;5;5;17.5;.053571433;0;0;.70714289;.76071429;2.5;;;;;;1.6285714;;;.70000005;7.4000001;1.75;.78571433;;;;;;;;;;1.2214286;;1.5285715;.99998999;;;;;;;;;;;;;;;;;;;1.6666501;;;;;;;;;5.2380891;20.180927;34.359497;.081808329;14.769838;46.098396;2;3;1;3.6785743
Pop2 Individu;415401301;3;;7.5714302;7.5714302;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.059524998;.11160715;.074404016;;.149994;.29047713;;;;;.9910714;3.5;;;;;;.13392857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6482116;5.3110075;4.4910712;.010693027;9.3029718;13.340753;2;3;2;7.5714302
Pop2 Individu;415602401;1;;7;7;0;0;0;0;;;;;;;;;;;0;0;0;0;;;;;;0;.055803575;;.41667497;;.300006;.11905;.62202269;.16368982;;.087500006;3.5678573;2.5;;;;;;;;;;;;;;;;;;;;;;;;;.75;;;;;;;;;;;;;;;;;2.5193527;8.5826044;7.6910696;.018312071;9.5193529;15.582604;2;3;2;7
Pop2 Individu;415602901;1;;1.71429;1.71429;.5;.5;3;2;;;;;;;;;;;1.986105;1;6.3214288;6.3214288;14.539287;.10714287;;;;.10714287;.4017857;.35714287;.26785713;;.010714499;.044642858;.27142859;.78571433;;.875;;.83333749;;;;.60000002;;;;;;;;.95595592;;.35714144;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4627991;5.7607207;3.7226219;.0088633858;12.431057;27.607546;2;3;1;4.2857189
Pop2 Individu;415603501;1;;3.57143;3.57143;0;0;3.428565;2.2857101;;;;;;;;;;;.45831499;1;5.2857141;5.2857141;7.9285712;.71430004;0;0;0;.71430004;.022321429;;.01488125;;.016071429;;;;;;;.125;;;;;;;;;;;;.95595592;;.053571433;;;;;;;;;;;;;;;;;;;;;;;;;;;;.20833395;1.1878015;.17857143;.00042517009;11.910719;17.288982;1;1;2;11.619055
Pop2 Individu;415700901;1;;4.2857099;4.2857099;0;0;3;2;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.41667497;.074404016;.055803575;.16071428;;;;;;;.066071428;2.9166548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1592259;3.6903231;2.9827266;.00710173;7.528266;11.434348;2;3;1;6.2857099
Pop2 Individu;415701001;1;;1.92857;1.92857;0;0;1.5;1;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.89285719;.89285719;.89285719;.51428574;.57857144;.35714287;;;;;.13214286;.125;.39285716;;;.30000001;;;;;;;.20357144;;.76428574;;;;.41428572;;;;;;;;;;;;;;;;;;;;;;;;;2.25;6.4607148;1.567857;.003732993;5.2618999;10.3476;1;2;0;2.92857
Pop2 Individu;415701201;1;;1.28571;1.28571;0;0;.75;.5;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.11904643;.89285719;.23809643;.38571429;.10714372;;1.6285714;;;;1.15625;3.375;;;;;;;;;;;5.4964285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4434528;13.399108;11.65625;.027752977;5.5902729;17.420923;2;4;0;1.78571
Pop2 Individu;415702101;1;;5.2857099;5.2857099;0;0;.96429002;.64286;;;;;;;;;;;2.204345;1;6.2857141;3.1428571;7.2285714;.85714293;0;0;0;.85714293;;.17857143;.4464286;.032142859;.300006;.35714287;.27142859;;;;;;;;;;;;;;;;;;;.35714144;;.98571432;;;;;;;;;;;;;;;;;;;;;;;;;;.94643146;2.928576;.62857002;.0014965953;10.990077;19.468634;1;1;1;6.4999986
Pop2 Individu;415702301;1;;.5;.5;0;0;3.6428552;2.42857;;;;;;;;;;;3.513895;1;1.1428572;.5714286;.85714293;.053572498;;;;.053572498;.022321429;.022321429;.022321429;;.44999999;.071428575;.067857146;;.035714999;.17500001;.13214286;3.5;;;;;;;;;;;5.6999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4255958;10.199108;9.5749998;.022797618;6.6001997;18.766575;2;3;1;3.5357137
Pop2 Individu;415702501;1;;4.9285698;4.9285698;0;0;3.9642899;2.6428599;;;;;;;;;;;.45831499;1;7;5.3571429;12.321428;.32143497;.53571427;1.2857143;1.0607142;3.2035778;.4464286;.4464286;.66964281;.32142857;.080357142;.14285715;;;;;;1.875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4553572;3.9821429;2.9357142;.0069897957;15.752978;28.858324;2;3;2;8.321434
Pop2 Individu;415702601;1;;4.7142901;4.7142901;0;0;4.5;3;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.2678625;.17857143;;.053570893;.107145;.029762499;;;;;;.25;.14732143;;;.15000001;;;;;1.6071428;.80000001;.81428576;;;;;;.20714286;;;4.5982141;;;;;;;;;;;;;;;;;;;;;;2.398813;9.2110195;1.56875;.003735119;10.474214;20.411415;1;1;2;8.7857189
Pop2 Individu;415702801;1;;.78570998;.78570998;0;0;6.2142897;4.1428599;;;;;;;;;;;1.22221;0;0;0;;;;;;0;;;.074404016;;.32142857;;;;;;10.703571;.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.3154757;11.849404;11.453571;.027270408;8.4662657;20.071613;2;3;1;4.9285698
Pop2 Individu;415801801;1;;9;9;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.1339232;.8035714;.41667497;;.149994;.03334;;;;;;.3125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.73095351;1.8500036;.3125;.00074404763;9.8142834;11.308318;1;1;2;9
Pop2 Individu;415802101;1;;4;4;0;0;0;0;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.2232143;.17857143;.089285716;.12053571;.44999999;.044642858;;;;;;.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.60714287;1.3562499;.25;.00059523812;4.8293629;6.5784597;1;1;1;4
Pop2 Individu;415900501;1;;4.7142901;4.7142901;0;0;3.6428552;2.42857;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.17857143;.2232143;.4464286;.021428358;.89999998;.044642858;;;;;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2306547;3.0642853;1.25;.0029761905;8.5957346;12.643641;1;1;2;7.1428599
Pop2 Individu;415901001;1;;2.8571401;2.8571401;0;0;3.428565;2.2857101;;;;;;;;;;;1.00397;0;0;0;;;;;;0;.41667497;1.25;.089285716;.38571429;.44999999;.66666001;.067857146;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8035715;7.8261924;4.5678573;.010875851;8.1289616;15.115868;1;1;1;5.1428499
Pop2 Individu;415901201;1;;6.2857099;6.2857099;.64286;.64286;4.5;3;;;;;;;;;;;.45831499;0;0;0;;;;;;0;;1.25;.83332503;.12857144;;.17857143;;.26190215;;;;.15625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0863057;2.80862;.41815215;.00099560036;11.098206;14.695505;1;1;2;9.9285698
Pop2 Individu;415901401;1;;.64286;.64286;.14286;.14286;4.5;3;;;;;;;;;;;.67660999;1;5;5;11.5;.17856428;0;0;0;.17856428;;;;;;;;;;;;.234375;;;;;;.089285716;;;;;;3.2589285;;;;;;;4.7857146;;;;;;;;;;;;;;;;;.30357143;;;;;;1.2991072;8.671875;.234375;.00055803574;10.32689;26.312769;3;3;1;3.9047627
Pop2 Individu;415902301;1;;1.5;1.5;0;0;3.6428552;2.42857;;;;;;;;;;;1.986105;1;2.5;1.25;2.875;.85714722;0;0;0;.85714722;.17857143;.71428573;.35714287;1.1571429;.89999998;.42856714;.42410713;;;;1.0571429;1.25;;.53571427;;;;;;;;;;;;;;;;1.3392856;1.1964287;;;;;;;;;;;;;;;;;;;;;;;3.0580337;9.5383883;3.2669647;.0077784872;9.1691456;20.399494;2;3;1;4.5000014
Pop2 Individu;415902401;3;;4.1428599;4.1428599;0;0;0;0;;;;;;;;;;;3.513895;0;0;0;;;;;;0;.1488125;.044642858;;;.064285718;;;;;;;1.125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.43452501;1.3827411;1.125;.0026785715;5.2162747;9.0394964;1;1;1;4.1428599
Pop2 Individu;415902501;1;;1.6428601;1.6428601;0;0;1.3928549;.92856997;;;;;;;;;;;.45831499;1;5.2857141;5.2857141;29.071428;.35715002;0;0;0;.35715002;.1339232;.018600445;.029760713;;.300006;.11905;;;;;7.4000001;.3125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3883944;8.3138409;36.783928;.087580778;10.566968;41.23645;2;4;0;2.80953
Pop2 Individu;415903401;1;;5.3561668;5.3561668;2.9109607;2.9109607;11.003428;7.3356185;;;;;;;;;;;1.1740657;0;0;0;;;;;;0;.6792171;.60644752;;;.73356187;.29109597;;;;;;.40753436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4523765;2.7178569;.40753436;.0009703199;17;23.162479;1;1;2;15.602746
Pop2 Individu;415904201;1;;.5;.5;.5;.5;.75;.5;;;;;;;;;;;1.4404501;1;6.8571429;3.4285715;5.1428571;.71427858;;;;.71427858;.4017857;.29761785;.4464286;;.599994;.47619286;.33928573;.73660713;.017856965;;.066071428;;;1.0714285;;;;;;;;;;;;;;;;8.9285717;;;;;;;;;;;;;;;;;;;;;;;;2.4434495;13.381841;2.2133927;.0052699829;8.1101074;22.429428;2;3;1;5.404757
Pop2 Individu;415906701;2;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
Pop2 Individu;415907001;1;;4.1779447;4.1779447;0;0;3.5251417;2.3500946;;;;;;;;;;;.41886562;1;4.9285712;4.9285712;11.335713;.39169002;0;0;0;.39169002;.12239578;.40800229;;.352514;.54834956;.10880278;;;;;;;;10.967101;;;.20236915;;;;;;;;;;4.1126633;2.2521727;;;;;;;;;;;;;;;;;;;;;;;;2.6112146;;5.6964245;21.685585;13.780685;.032811157;17;41.534943;3;3;1;6.789166
Pop2 Individu;415908201;1;;3.2857101;3.2857101;0;0;1.5;1;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.625;.074404016;;.026786249;.21428357;;;;;;;.3125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.50297499;1.2529738;.3125;.00074404763;5.0109053;7.2608938;1;1;1;4.2857103
Pop2 Individu;415909301;1;;2.5;2.5;0;0;1.178565;.78570998;;;;;;;;;;;1.7678649;1;6.4285712;6.4285712;9.6428566;.53571427;0;0;0;.53571427;;;;;;;1.3571429;.49107143;;2.8000002;2.1142857;1;;;;;;;;;;;.81428576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0178573;8.576786;8.576786;.020420918;12.410712;24.201786;2;3;2;10.071424
Pop2 Individu;415910001;1;;1.21429;1.21429;0;0;1.7142901;1.1428601;;;;;;;;;;;1.22221;1;6;6;9;.32141572;0;0;0;.32141572;.1488125;.059524998;.1488125;.12857144;.149994;.071428575;;;;;;.3125;;;;;;;;;;;.81428576;.95595592;;;.90000004;;;;;;;;;;;;;;;;;;;;;;;;;;;.83928567;3.6898859;1.1267858;.0026828232;9.6329336;17.162092;1;1;2;8.5714273
Pop2 Individu;415910401;1;;.64286;.64286;0;0;1.5;1;;;;;;;;;;;1.6587449;1;2.6428571;2.6428571;3.9642856;.53571427;2.1428571;.71427858;1.5714128;4.964263;.625;.625;;.96428567;.599994;.23809285;;;;;;.166665;.98214287;;;;;;;;;;;;1.9107144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8928523;6.1118946;2.7202206;.0064767157;9.5753918;18.842049;2;3;1;6.785717
Pop2 Individu;415911101;1;;3.7030489;3.7030489;0;0;4.9848723;3.3232481;;;;;;;;;;;0;0;0;0;;;;;;0;3.3232484;7.7542515;.2967186;;1.1963694;.94949955;;;;;.21957177;6.9788213;;;;;;;;;;5.5830569;;;;;;;;;;;;;;;;;;;;.94949955;;;;;;;;;;;;15.005955;27.251036;8.147892;.019399744;17;35.938957;2;3;2;7.0262976
Pop2 Individu;415911501;2;;2.3571401;2.3571401;1;1;3.9642899;2.6428599;;;;;;;;;;;.67660999;1;4.75;4.75;7.125;2.1428518;.59523928;0;.3928532;3.1309443;;.35714287;.055803575;.10714339;.016071429;;;;.033482142;;.033035714;.125;;.14285715;;;;.022321429;;;;;;.434526;;.13392857;;;;;.8973214;;;;;;;;;;;;;;;;;;;;;;;.58333397;2.3586335;.82767463;.0019706539;13.599208;20.612617;2;3;2;12.773808
Pop2 Individu;415911701;1;;6;6;0;0;2.3571448;1.57143;;;;;;;;;;;.45831499;1;3.4642856;3.4642856;7.9678569;.2678625;0;0;.58928573;.85714823;.1488125;.17857143;.0059535718;.25714287;.300006;.047619998;;;;;;.625;;;;.0025005001;.55357146;.2232143;;;;;2.0357144;1.0428572;;;;;;2.5;.23928572;.09196429;;;;;;;;;;;;;;;;;.26071429;;;;;1.7440532;8.512929;3.8060722;.0090620769;13.220245;26.153393;2;3;2;7.7500052
Pop2 Individu;415912201;1;;1.07143;1.07143;0;0;.96429002;.64286;;;;;;;;;;;1.4404501;1;7;5.6428571;8.4642859;.71427858;0;0;0;.71427858;.018600445;.53571427;.055803575;;.44999999;.17857143;.33928573;;;;;.625;.39285716;;;;;;;;;;1.0178572;2.6071429;1.5285715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6011902;7.7494044;2.375;.005654762;9.6964235;20.404139;3;3;2;7.833333
Pop2 Individu;415913701;1;;6.2857099;6.2857099;0;0;4.5;3;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.2232143;.29761606;.5357089;.17142943;.300006;.17857143;;;;;;.78125;.29464287;;;;;;;;;;;;.57321429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1041672;3.3556535;1.0758929;.0025616498;10.612097;15.363573;1;1;2;9.2857094
Pop2 Individu;415915001;1;;.5;.5;0;0;.96429002;.64286;;;;;;;;;;;1.22221;1;5.7142859;5.7142859;8.5714283;1.0714285;0;0;0;1.0714285;;;.11904643;;.44999999;;;;;;;.875;;;;;;;;;;;1.425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.79761857;2.8690464;2.3;.0054761902;8.5912704;15.198403;1;1;2;7.5714316
Pop2 Individu;416100301;1;;.92856997;.92856997;0;0;.96429002;.64286;;;;;;;;;;;1.4404501;1;5.5714288;5.5714288;12.814286;.25000715;0;0;0;.25000715;.1488125;1.3392856;1.6071428;.38571429;.28928572;.5;;;;;;.3125;;1.4285715;;;;;;;;;;;;;2.25;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6666679;8.2613125;1.7410715;.004145408;10.238098;24.658916;2;4;0;1.7381014
Pop2 Individu;416101401;1;;3.2857101;3.2857101;0;0;0;0;;;;;;;;;;;0;1;5.7142859;5.7142859;20;2.1428571;0;0;0;2.1428571;.059524998;.35714287;.35714287;;.44999999;.095237143;;;;.13124999;5.2857146;.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2767856;7.4860125;26.166967;.062302303;12.705354;32.914577;2;3;1;4.7142816
Pop2 Individu;416101601;1;;2.2857101;2.2857101;0;0;4.071435;2.7142899;;;;;;;;;;;.67660999;1;5.2857141;5.2857141;12.157143;.50001431;0;0;0;.50001431;.037203126;.029761607;;;.44999999;.11905;1.0857143;;.022321874;.65625;.099107146;.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.94047779;2.9994082;2.3410716;.00557398;11.682554;22.690321;1;1;1;5.333343
Pop2 Individu;416200501;3;;3.2857101;3.2857101;0;0;1.3928549;.92856997;;;;;;;;;;;1.22221;1;7;3.8571429;8.8714285;;;;1.2570925;1.2570925;.1488125;2.5;.625;.96428567;.064285718;.33333999;;;;;;.583345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2142937;5.219069;1.8404374;.0043819938;10.888873;21.248365;2;3;1;4.2142801
Pop2 Individu;416200601;1;;.78570998;.78570998;0;0;4.3928552;2.92857;;;;;;;;;;;.45831499;1;5.5714288;5.5714288;8.3571434;.53571427;0;0;0;.53571427;;;.044642858;;;.035714287;;;;;;;;;;;.22142859;;;;;;;;;;.5625;;;;1.9142858;;;.375;;;;;;;;;;;;;;;;;;;;.58928573;3.1535716;.59642857;.0014200681;10.315467;17.68331;1;1;2;9.6428509
Pop2 Individu;416201301;1;;4.4285698;4.4285698;0;0;0;0;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.11904643;.89285719;.059524998;.64285713;.89999998;.64285713;.27142859;;;.875;.4955357;.625;;;;;;;;2.1428571;;;1.2214286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8124998;8.8883934;5.6312504;.013407739;7.4632893;14.539173;2;3;1;4.4285698
Pop2 Individu;416201501;1;;2.5;2.5;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;;2.0089285;.89285719;;;;1.0857143;1.4732143;;;18.5;.125;;1.0714285;;;;;;;;;;;;;;;;.71428573;;;;;;;;;;;;;;;;;;;;;;;;7.0892859;25.871428;22.255358;.052988946;9.672616;28.829742;2;4;0;2.5
Pop2 Individu;416201601;1;;4.2142901;4.2142901;0;0;1.178565;.78570998;;;;;;;;;;;2.4226398;1;5.7142859;5.7142859;8.5714283;.89286429;0;0;0;.89286429;.037203126;.055803575;;.032142859;.016071429;;;;;;.52857143;;;;;;;;;;;;;4.6928573;;;;;;;;;;;;;;;;;;;;;;;;1.8214285;;;;;;1.0639884;7.1840782;.52857143;.0012585034;12.813997;24.463867;3;3;2;11.309528
Pop2 Individu;416201701;1;;4.6428599;4.6428599;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;;2.4107144;.625;.25714287;.300006;.23809285;;;;;;.583345;;.071428575;;;;;;;;;1.2214286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0416722;5.7071581;1.8762022;.0044671483;6.7678623;10.808332;2;3;1;4.6428599
Pop2 Individu;416202501;1;;4.2857099;4.2857099;0;0;0;0;;;;;;;;;;;1.22221;1;7;4.7857141;16.75;;0;0;0;0;.037203126;.35714287;.1488125;.16071428;.300006;.029762499;;;;;;.3125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.57738608;1.3461413;17.0625;.040624999;9.8710299;23.604061;2;3;1;4.2857099
Pop2 Individu;416202601;1;;2.57143;2.57143;0;0;1.5;1;;;;;;;;;;;0;1;7;3.9642856;5.9464283;.89286429;0;0;0;.89286429;.074401781;.059524998;.208325;.51428574;.44999999;.23809285;;;;;;;.58928573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.89880431;2.1339161;.58928573;.0014030612;9.0297632;13.044639;1;1;2;8.1309586
Pop2 Individu;416301301;1;;4.5714302;4.5714302;0;0;3.428565;2.2857101;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.11904643;.17857143;.26785713;.32142857;.89999998;.029762499;;;;;.39642859;.78125;;5.1428571;;;;;;;;;;;;;.1125;;;12.857142;;;;;;;;;;;;;;;;;;;;;;;;3.8392854;21.106844;6.3205357;.015048894;10.779756;29.565155;1;1;1;6.8571401
Pop2 Individu;416301501;1;;1.78571;1.78571;0;0;.75;.5;;;;;;;;;;;.87301499;1;5;5;7.5;.71427858;0;0;0;.71427858;.074401781;.71428573;.11904464;.48214284;.107145;.21428999;;;;;;.52083749;;;;;;;;;;;;.95595592;;;1.35;2.4642859;;;;;;.875;;;;;;;;;;;;;;;;;;;;1.8988121;7.8773894;1.3958375;.0033234227;9.819438;19.500393;3;3;2;7.7618957
Pop2 Individu;416303001;1;;1.92857;1.92857;.14286;.14286;2.3571448;1.57143;;;;;;;;;;;.45831499;1;5.1785712;5.1785712;11.910714;0;0;.57137144;0;.57137144;.029761607;.0074401782;.01488125;;.042857997;.074405357;;;.011160268;;.055059966;.052084371;1.5714287;.5714286;;.15000001;.22142859;;;;;;;;.38214287;.35714144;;;;;;;;;;;;;;;;;;;;;;;;;;;;.80952412;3.5412211;2.9785719;.0070918379;9.809514;20.910198;2;3;1;3.6428599
Pop2 Individu;416303201;3;;5.5431213;5.5431213;.59390855;.59390855;5.9390526;3.9593685;;;;;;;;;;;.42341596;0;0;0;;;;;;0;2.5020959;2.2271471;2.309634;1.1878117;1.6629364;.54991198;.0020900869;.0030251257;.00082503434;.002695112;.56971127;.57740849;.18147126;;;.34644508;.2045676;;;;;;2.2568424;2.4086182;1.4121763;.69289017;2.9101388;;;;;;;;;.67309332;;;;;;;;;;;;;;;;;;7.3892832;22.681538;4.8371468;.011517016;17;35.181038;3;3;2;10.096399
Pop2 Individu;416303301;3;;2.8571401;2.8571401;1.92857;1.92857;4.928565;3.2857101;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.41667497;.4464286;.41667497;.25714287;.149994;.35714287;;;;;;.25;.19642858;;;;;;;;;;;;.95535719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1130986;3.4458442;.4464286;.0010629252;9.4067383;14.38233;1;1;2;8.0714197
Pop2 Individu;416400601;1;;.42857;.42857;0;0;4.5;3;;;;;;;;;;;.45831499;1;2.8571429;2.8571429;6.5714288;.53571427;0;0;0;.53571427;;.53571427;.4464286;;;.85714716;;;;;;2.5;;;;;;;;;;;;2.6071429;;;;;;;3.5892856;;;;;;;;;;;;;;;;;;;;;;;2.4285736;10.535719;2.5;.0059523811;9.1547594;23.029747;3;3;1;3.785713
Pop2 Individu;416402901;1;;3.92857;3.92857;1.78571;1.78571;0;0;;;;;;;;;;;1.986105;1;.035714287;.035714287;.053571433;0;0;0;0;0;.625;.2678625;.89285719;.25714287;.300006;.21428999;2.442857;5.5;;1.3125;.13214286;1.75;;;;.60000002;;;;;;;.20357144;;;.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.00596;15.24823;12.691072;.030216837;10.117064;23.002186;2;3;1;5.7499943
Pop2 Individu;416500701;1;;2.2857101;2.2857101;0;0;.53570998;.35714;;;;;;;;;;;.45831499;1;5;5;17.5;1.2857143;0;0;0;1.2857143;.29761785;.35714287;1.7857144;;.599994;.17857143;;;;;;.3125;;;;;.11071429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5238057;3.6422546;17.923214;.042674318;10.107128;25.707703;2;3;1;3.4999931
Pop2 Individu;416501501;1;;3.2857101;3.2857101;0;0;.53570998;.35714;;;;;;;;;;;0;1;5.2142859;5.2142859;7.8214288;.71430004;;;;.71430004;.018600445;.1674107;.26785713;;.096424714;.23809285;.067857146;;;;.52857143;.46875;;.21428572;;.60000002;;;;;;;;;;;;;.82857144;;;;;;;;;;;;;;;;;;;;;;;;;.98809153;3.4964213;2.7080359;.0064477045;10.321427;15.853571;1;1;2;9.3333359
Pop2 Individu;416700501;1;;.92856997;.92856997;.14286;.14286;1.5;1;;;;;;;;;;;1.4404501;1;6.8571429;6.8571429;10.285714;3.2142856;.71428573;0;0;3.9285712;.11160715;.044642858;.11160715;;.28928572;.23809285;2.0357141;;;;.4955357;.16666625;;.35714287;;;.22142859;;;;;;;.26071429;;.13392857;.28125;;;1.3392856;.95714289;;;;;2.4285715;;;;;;;;;;;;;;;;;;2.023808;9.4726162;3.4104161;.0081200385;14.071423;27.698782;3;3;2;11.785715
Pop2 Individu;416700601;1;;;;;;;;;;;;;;;;;;;1;5.0714288;5.0714288;17.75;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0505955;0;17.75;.042261906;;;;;;
Pop2 Individu;416700801;1;;.78570998;.78570998;0;0;8.3571453;5.5714302;;;;;;;;;;;.45831499;0;0;0;;;;;;0;;.17857143;.17857143;;;.071428575;;;;;.33035716;.125;;;;;;;;;;;;.19553572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.33035713;1.0794643;.45535719;.0010841838;6.7708273;10.680634;1;1;1;6.3571401
Pop2 Individu;416701001;2;;2.6428599;2.6428599;0;0;1.5;1;;;;;;;;;;;2.204345;1;1.1428572;.5714286;2;.26785713;2.4285715;0;10.528565;13.224994;.2976183;.11904732;.11904732;.085714072;.21428518;;;;;;.17619003;3.2291625;;;.48214287;;;;;;;;;;;.13392857;.41249251;;;;;;;.16666625;;;;;;;;;;;;;;;;;;;;1.5892822;5.4362955;16.234512;.038653601;12.001978;27.008495;2;3;1;6.2500029
Pop2 Individu;416701201;1;;2.92857;2.92857;0;0;3;2;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.17857143;.17857143;.83332503;;;;.67857146;1.4732143;;.70000005;1.0571429;.15625;;.071428575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4136871;5.327075;4.1366076;.0098490659;6.564477;12.477855;1;1;1;4.9285698
Pop2 Individu;416701301;1;;2.5;2.5;0;0;2.25;1.5;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.4017857;;.5357089;.30000085;;;;;;;;1.25;;.2857143;;;;;;;;;3.0535712;;;4.2857141;.45000002;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0059507;10.562495;8.875;.021130953;7.2281704;16.534706;2;3;1;4
Pop2 Individu;416701401;1;;1.78571;1.78571;.5;.5;.53570998;.35714;;;;;;;;;;;.67660999;1;5.3214288;5.3214288;7.9821434;.32142857;.28571144;0;0;.60714;;1.0714285;.4464286;;;.71428573;.27142859;;;;;.46875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1696428;2.9723215;.74017859;.0017623299;9.756938;15.059634;1;1;2;8.4642754
