POPULATION;NOIND;transport_personnel;transport_ecole;tv_score;tv_duree;jvideo_score;jvideo_duree;ordi_score;ordi_duree;jeux_pleinair_nbjours;enfant_actif;eps_ouinon;eps_nbjours;eps_duree;club_nbjours;club_nb;activite_musculation_nbjours;activite_moderee_nbjours;activite_intense_nbjours;escalier_score;emploi_4sem;travail_freq_semaine;travail_duree;travail_score;transport_voiture_score;transport_public_score;transport_velo_score;transport_pied_score;transport_score;activite_balayer_score;activite_nettoyer_score;activite_aspirateur_score;activite_repasser_score;activite_vaisselle_score;activite_lessive_score;activite_jardiner_score;activite_tondre_score;activite_arroser_score;activite_becher_score;activite_bricoler_score;activite_marche_score;activite_piscine_score;activite_velo_score;activite_roller_score;activite_danse_salon_score;activite_bowling_score;activite_billard_score;activite_peche_score;activite_chasse_score;activite_loisirs_assis_score;activite_loisirs_debout_score;activite_randonnee_score;activite_jogging_score;activite_natation_score;activite_yoga_score;activite_rameur_score;activite_aerobic_score;activite_danse_moderne_score;activite_cyclisme_score;activite_tennis_score;activite_boxe_score;activite_escrime_score;activite_haltere_score;activite_athletisme_score;activite_ski_score;activite_voile_score;activite_canoe_score;activite_equitation_score;activite_golf_score;activite_tir_score;activite_moto_score;activite_musique_score;activite_ping_pong_score;activite_gym_score;activite_escalade_score;activite_alpinisme_score;activite_foot_score;activite_rugby_score;activite_basket_score;activite_hand_score;activite_volley_score;activite_hockey_score;activite_domloissport_duree;activite_domloissport_score;activite_moderee_score;activite_intense_score;activite_total_duree;activite_total_score;nap;profil_activite;sedentarite;sedentarite_duree
Pop1 Individu;826302801;;;;2;;2;;1;;;;;;;1;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;
Pop1 Individu;826706301;;2;;2.2857141;;.5;;0;3;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;826804401;;3;;.64285719;;0;;.5;;;;1;4;;2;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;826902401;;3;;1.3571429;;0;;0;0;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;
Pop1 Individu;827404801;;2;;.78571427;;0;;1.25;;;;2;3;;2;;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;827510001;;3;;.5;;5.9285717;;1;;;;2;4;;1;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop1 Individu;827804601;;3;;1.3571429;;.57142854;;0;;;;2;5;;2;;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;0;
Pop1 Individu;828402601;;2;;1;;5.2857141;;1;;;;0;1;;2;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop1 Individu;828402701;;2;;.28571427;;0;;1.1428571;;;;1;5;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;
Pop1 Individu;829207801;;2;;3.8571429;;0;;4.8571424;;;;1;2;;0;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;
Pop2 Individu;110100101;1;;2.1428599;2.1428599;2.42857;2.42857;5.3571448;3.57143;;;;;;;;;;;1.986105;0;0;0;;;;;;0;;.037203126;.2232143;.010714499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.11011947;.27113193;0;0;8.61409;12.185811;1;1;2;8.1428604
Pop2 Individu;110100701;1;;1.92857;1.92857;0;0;.53570998;.35714;;;;;;;;;;;.67660999;1;7;4;6;.57143998;0;1.1428457;1.4142858;3.1285715;.625;.71428573;.2232143;.51428574;.107145;.17857143;1.0857143;;;;.66071433;1.25;.29464287;.42857143;;;;;;;;;1.5267856;;.57321429;.35714144;.45000002;.98571432;;1.0714285;;;;;;2.4285715;;;;;;;;;;;;;;;;;;3.1607151;13.475;7.0178552;.016709179;10.56945;25.744461;3;3;1;6.6666698
Pop2 Individu;110100801;1;;.92856997;.92856997;.64286;.64286;.21428999;.14286;;;;;;;;;;;.67660999;0;0;0;;;;;;0;;;.044642858;;.44999999;.035714287;;;;;;1.875;;;;;;;;;;;;2.6071429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1785715;5.0124998;1.875;.0044642859;3.0158815;7.4748297;2;4;0;1.71429
Pop2 Individu;110101201;1;;3.0234613;3.0234613;0;0;6.0469084;4.0312724;;;;;;;;;;;.63644046;1;5.7142859;5.7142859;8.5714283;1.3437655;0;0;0;1.3437655;.16796985;.33593971;.16796985;.12093829;.20156179;.16796985;;;;;1.8644652;1.05821;;.53750354;;;;;;;;;;;;;.42328402;;;1.3437588;9.0031843;;;;;1.370634;;;;;;;;;;;;;;;;;;3.4226177;16.76339;3.4601786;.0082385205;17;36.385391;3;3;2;13.664864
Pop2 Individu;110101401;1;;1.5;1.5;0;0;0;0;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.41667497;1.25;.29761606;.32142857;.44999999;.21428999;1.3571429;;;;;1.6875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1607187;5.9946527;3.0446429;.00724915;3.8829386;8.7168627;2;4;0;1.5
Pop2 Individu;110101601;1;;;;;;;;;;;;;;;;;;;1;5.7142859;5.7142859;13.142858;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
Pop2 Individu;110101901;1;;5.6886139;5.6886139;0;0;4.4797802;2.9865201;;;;;;;;;;;1.9771807;1;5.5714288;5.5714288;19.5;.21331432;0;0;0;.21331432;.17776905;.17776905;.17776905;;.29865795;.23702303;.27020895;.73329729;.49774835;;.98661822;.37331501;.9777298;.53330714;;;1.6532521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2619035;7.0944648;25.027729;.059589829;17;38.953354;2;3;2;8.8173447
Pop2 Individu;110300301;1;;3;3;0;0;0;0;;;;;;;;;;;0;0;0;0;;;;;;0;.83332503;2.5;;.64285713;.599994;.71428573;7.5999999;1.9642857;1.5;;22.200001;.25;;.35714287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.898803;39.161892;32.371429;.077074833;14.898803;42.161892;2;3;1;3
Pop2 Individu;110300501;1;;1.5;1.5;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;;;;;;;9.5;;.26785713;2.0999999;6.6071429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8928571;18.475;18.207144;.043350343;6.4761872;20.433315;2;4;0;1.5
Pop2 Individu;110600101;1;;3.57143;3.57143;0;0;3;2;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.4464286;.089285716;.089285716;.026786249;.016071429;.044642858;.090477996;.098214291;.066964284;;;.125;.78571433;;;;;;;;;;.81428576;;1.5285715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.84672695;4.2217288;1.9136924;.0045564105;6.640377;12.015369;2;3;1;5.5714302
Pop2 Individu;110600401;1;;5;5;0;0;.53570998;.35714;;;;;;;;;;;.45831499;0;0;0;;;;;;0;;;.074404016;.032142859;.28928572;.071428575;;;;;;.125;;;;;;;;;;;;;;;;;;;;;;.234375;;;;;;;;;;;;;;;;;;;;.34672588;.8266362;.359375;.00085565477;5.7871962;6.8206611;1;1;1;5.3571401
Pop2 Individu;110601301;3;;3.5;3.5;0;0;2.3571448;1.57143;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.625;1.875;.4464286;.25714287;.44999999;.64285713;.8142857;;.16071428;;;2.5;;.5714286;;;;;;;;;4.0714288;;;;1.312425;;;1.4285715;;;;;;;;;;;;;;;;;;;;;;;;4.1368933;15.155282;7.9571428;.018945578;9.4305439;22.234636;2;3;1;5.0714302
Pop2 Individu;110602001;1;;3.2857101;3.2857101;0;0;1.5;1;;;;;;;;;;;1.00397;0;0;0;;;;;;0;1.25;1.7857144;.17857143;1.2857143;;.11905;2.7142859;;.033482142;.4375;.26428571;2.5;;;;;;;;;;;4.0714288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.3854179;14.640032;9.9875011;.023779765;8.8536682;20.429712;2;3;1;4.2857103
Pop2 Individu;110602701;3;;1.78571;1.78571;1.07143;1.07143;13.5;9;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.01488125;;.23809643;.064285718;.300006;.0059521426;;;;;;3.5;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5208368;13.123221;3.5;.0083333338;16.600197;30.702572;2;3;2;11.857141
Pop2 Individu;110603001;1;;4.9103622;4.9103622;0;0;9.9590368;6.639358;;;;;;;;;;;0;1;7;3.5714285;8.2142859;1.4523602;0;0;0;1.4523602;.14408623;.17290004;.17290004;.18673202;.29047784;.069160014;;;;;.25589204;.6051501;;;;;;;;;;;.98553014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.94048083;2.8828285;1.8465723;.0043966006;17;27.418873;1;1;2;12.51796
Pop2 Individu;110603301;3;;2;2;0;0;0;0;;;;;;;;;;;3.513895;0;0;0;;;;;;0;.1674107;.4464286;.17857143;;.44999999;.029762499;5.6999998;;.26785713;.17500001;.66071433;.3125;;;;;;;;;;;1.0178572;.19553572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7693455;9.6016378;7.8660712;.018728741;5.4082355;15.115533;2;4;0;2
Pop2 Individu;110604501;1;;4;4;0;0;3;2;;;;;;;;;;;0;0;0;0;;;;;;0;.2232143;.89285719;.11904643;.16071428;.89999998;;;;;;;2.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7261901;4.5458322;2.25;.005357143;7.7261901;11.545832;1;1;1;6
Pop2 Individu;110604901;1;;3.2857101;3.2857101;0;0;0;0;;;;;;;;;;;.32736;0;0;0;;;;;;0;1.25;4.8214288;.4464286;.24107142;1.200006;.42856714;.8142857;;;;.35238272;;;;;.375;;;;;;;;;;;1.312425;;;;;;;1.25;;;;;;;;;;;;;;;;;;;;4.5862994;12.491594;2.7916684;.0066468297;7.9315295;16.104664;2;3;1;3.2857101
Pop2 Individu;110605101;3;;8;8;0;0;5.571435;3.7142899;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.037203126;.029761607;.044642858;;.300006;.0059521426;;;;;;2.25;1.4732143;;;2.625;;;;;;;;;;;;;14.5;;;;;;;;;;;;;;;;;;;;;;;;;4.2500033;21.265779;20.848215;.049638607;16.186514;36.059425;2;3;2;11.71429
Pop2 Individu;110606901;1;;2.8571401;2.8571401;0;0;1.5;1;;;;;;;;;;;1.986105;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;4.2182503;6.343245;1;1;1;3.8571401
Pop2 Individu;110607301;1;;.5;.5;1;1;3.428565;2.2857101;;;;;;;;;;;.45831499;1;1.3928572;1.3928572;3.2035716;1.2857143;0;0;0;1.2857143;.029760713;.0074401782;.1488125;.0053569283;.300006;.33333999;.20356327;;.16071749;;2.3785715;1.75;1.9642857;;;;;;.25;;;;;2.6071429;3.8214288;;;;;;.59821433;;;;;;;;;;;;;;;;;;;;;;;2.9464357;14.55864;6.5464206;.015586715;9.0654755;24.434807;3;3;1;4.6428528
Pop2 Individu;110702001;3;;3.57143;3.57143;0;0;2.571435;1.71429;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.4017857;;.89285719;;.080357142;;;;;;;5.25;;;;;;;;;;;9.1607141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6696429;15.785714;14.410714;.034311224;9.0386925;22.386894;2;3;1;5.2857199
Pop2 Individu;110702201;1;;3.2142899;3.2142899;0;0;4.821435;3.2142899;;;;;;;;;;;1.4404501;1;6.0714288;6.0714288;9.1071434;.71430004;0;0;0;.71430004;.29761606;;;;.21428357;;1.3571429;3.9285715;;;2.6428573;;.19642858;;;;;;;;;;;;;;;;;;3.5892856;;;;;;;;;;;;;;;;;;;;;;;2.5952358;12.226186;8.125;.019345239;15.833344;31.523804;2;3;2;12.976209
Pop2 Individu;110900301;1;;3;3;0;0;0;0;;;;;;;;;;;1.22221;1;6;6;13.8;1.4285786;0;0;0;1.4285786;.625;.625;.625;1.1571429;.300006;.21428999;.67857146;;.26785713;;;;;.14285715;;;;;;;;;;;;.53571427;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2381008;5.1714382;1.3571428;.0032312924;12.412707;24.622227;2;3;1;3.9523857
Pop2 Individu;111200101;1;;3;3;.5;.5;.75;.5;;;;;;;;;;;2.75;1;5.8214288;5.8214288;20.375;0;0;0;0;0;.2232143;.29761606;.089285716;;;;2.7142859;;;.21875;7.4000001;.15625;;;;;;;;;;;1.0178572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2261894;12.117259;31.882145;.075909868;13.547618;39.49226;2;3;1;4
Pop2 Individu;111200301;1;;4;4;0;0;2.25;1.5;;;;;;;;;;;1.22221;1;7;9.7142859;53.428574;0;0;0;0;0;.037203126;.1488125;;;;;.13571429;;;.4375;;.83333749;;;;;;;;;;;.20357144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.47321698;1.7961389;55.038696;.13104452;15.909723;62.696922;2;3;1;5.5
Pop2 Individu;111200601;1;;.85714;.85714;0;0;1.5;1;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.029761607;.066964284;.11160715;;.26785928;.095237143;;;.071427859;;;.625;;;;;;;;;.375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.75595248;1.6428573;.625;.0014880953;2.6964226;4.458312;1;2;0;2.1071401
Pop2 Individu;111200701;3;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9955328;0;;;;;;;;
Pop2 Individu;111200801;1;;3;3;0;0;1.5;1;;;;;;;;;;;.45831499;1;5;5;17.5;0;0;0;.31425428;.31425428;.208325;.1488125;.059524998;.010714499;.021427713;.11905;.10178571;;;.087500006;.033035714;.375;;;;;;;;;;;1.0178572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.58333248;2.1830335;19.429432;.046260551;9.7618904;24.955603;2;3;1;4
Pop2 Individu;111201301;1;;2.5;2.5;0;0;1.5;1;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.1339232;;;;.026786249;;.67857146;1.375;;.17500001;.52857143;.5;.19642858;.35714287;;;;;;;;;.81428576;;.38214287;.35714144;;;;.89285719;;;;;;;;;;6;;;;;;;;;;;;;;2.5803547;12.41785;10.982141;.026147956;6.3025746;17.64006;2;3;1;3.5
Pop2 Individu;111202201;1;;2.5;2.5;0;0;.75;.5;;;;;;;;;;;1.22221;0;0;0;;;;;;0;.1339232;.1488125;.29761606;.25714287;.13500385;.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2142857;;;;;;;;;.71428573;;;;;;;;;1.0214286;3.4010701;.71428573;.0017006804;4.2436485;7.87328;1;1;1;3
Pop2 Individu;111203101;3;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9077344;0;;;;;;;;
Pop2 Individu;111203901;1;;.5;.5;0;0;2.25;1.5;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.4017857;.23809643;.17857143;;.44999999;.071428575;.13571429;.78571433;;.70000005;4.757143;3.125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1130955;10.843454;9.5035715;.022627551;5.4742055;15.579559;2;4;0;2
Pop2 Individu;111300401;3;;1;1;0;0;5.571435;3.7142899;;;;;;;;;;;.45831499;1;1.4821428;1.4821428;3.4089284;0;.059525002;;;.059525002;;.17857143;.074404016;.10714339;.599994;.071428575;;;;;;1.1666551;;;;;;;;;;;.33928639;.19553572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.94939828;2.7330184;1.5059414;.0035855747;7.2886868;13.231222;2;3;1;4.7738152
Pop2 Individu;111300701;1;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2678595;0;;;;;;;;
Pop2 Individu;111300901;1;;3;3;.5;.5;9;6;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.17857143;.17857143;.089285716;.24107142;.300006;.11905;;;;;;2.625;;;;;;;;;;;.40714288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3601235;4.1386986;3.0321429;.0072193877;10.943454;17.097013;2;3;2;9.5
Pop2 Individu;111301301;1;;2.9497361;2.9497361;0;0;5.8994722;3.9329815;;;;;;;;;;;1.9528286;0;0;0;;;;;;0;;;;;;;22.417995;;;;;;;;;;;;;15.802156;;1.9664907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.9285717;40.186646;38.220154;.091000363;17;50.988682;2;3;1;6.8827176
Pop2 Individu;111301501;3;;8;8;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;;;;;.096424714;;.8142857;;.53571427;;;3.5;;;;;;;;;;;5.6999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6249979;10.646424;10.014286;.023843538;10.708328;19.10474;2;3;2;8
Pop2 Individu;111303801;1;;3;3;0;0;0;0;;;;;;;;;;;2.8591199;1;2.8571429;2.8571429;10;.64285713;0;0;0;.64285713;.8035714;;;;;;1.3571429;;.21428573;;7.4000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8214285;9.7749996;18.757143;.044659864;9.6269827;26.276976;2;3;1;3.4285715
Pop2 Individu;111305101;3;;4.2857099;4.2857099;0;0;1.5;1;;;;;;;;;;;.45831499;1;1;1;1.5;.21428573;0;0;0;.21428573;;;.17857143;.24107142;.38571042;.17857143;;;;;;;;;;;;;;;;;;;;.75;.1125;.36964285;;;;;;;;0;;;;;;;;;;.47857144;;;;;;;;.90178359;2.694639;.75;.0017857143;7.4136806;10.652949;2;3;1;6.4285669
Pop2 Individu;111305501;1;;.5;.5;0;0;3;2;;;;;;;;;;;1.986105;0;0;0;;;;;;0;.037203126;.029761607;.044642858;;.010714499;.029762499;1.3571429;.098214291;.75;.087500006;5.2857146;.5;.39285716;;;;;;.3125;;;;;;;.6428507;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9047601;9.5788651;8.6767797;.020659;5.7658701;15.06497;2;4;0;2.5
Pop2 Individu;111305801;3;;2.1428599;2.1428599;0;0;6;4;;;;;;;;;;;3.513895;0;0;0;;;;;;0;;;;;.042857997;;;;;;;7;1.9642857;2.1428571;;;1.1071429;.35714287;2;6.4285712;;;4.0714288;2.6071429;3.8214288;.75;3.1500001;;;2.1428571;;1.545;;1.25;;;;.38571429;.19642858;;;;;;;;;3.0357144;;.92857146;;;;8.7809525;44.927143;27.296429;.064991497;15.562702;56.5839;3;3;1;6.1428599
Pop2 Individu;111400201;2;;6;6;0;0;0;0;;;;;;;;;;;1.7678649;0;0;0;;;;;;0;.029760713;.2678625;.3348214;;.300006;;;;;;;.625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.59821928;1.5574507;.625;.0014880953;6.9196496;9.3253155;1;1;1;6
Pop2 Individu;111400401;2;;1.21429;1.21429;0;0;3.428565;2.2857101;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.022321429;.044642858;;;.19286099;.16666;;;;;;.166665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.26487929;.59315032;.166665;.00039682144;3.8482091;5.6943202;1;1;1;3.5
Pop2 Individu;111400601;1;;3.9337232;3.9337232;2.9274213;2.9274213;3.8422394;2.5614929;;;;;;;;;;;.29349267;1;7;3.9285715;13.75;1.4637066;.27444568;0;0;1.7381523;.17867556;1.5437568;1.5437568;.418531;.61750269;.57176179;;;;;;.48027995;;;;;;;;;;;.22813296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6622038;5.5823975;14.458413;.034424793;16.999998;32.067429;2;3;2;10.672888
Pop2 Individu;111400801;1;;5.2857099;5.2857099;0;0;.75;.5;;;;;;;;;;;1.986105;1;4.7142859;2.3571429;5.4214287;0;0;0;0;0;.4464286;.17857143;.4017857;.080357142;.149994;.044642858;;;;;;.125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.59672278;1.4267797;.125;.00029761906;9.1006861;14.870023;1;1;1;5.7857099
Pop2 Individu;111401301;1;;6.2857099;6.2857099;1.5;1.5;1.928565;1.28571;;;;;;;;;;;1.22221;1;5;5;7.5;.57141429;0;0;0;.57141429;.022321429;.11160715;.8035714;;.040178571;;;.19642858;;;.13214286;.5;1.5714287;;;;;;;;;;;;3.057143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1830357;6.4348221;2.4000001;.0057142861;15.857619;25.442722;1;1;2;14.452363
Pop2 Individu;111401801;4;;2;2;0;0;0;0;;;;;;;;;;;.45831499;0;0;0;;;;;;0;1.25;2.5;.89285719;.25714287;.44999999;.35714287;.67857146;;;.875;.2202425;9;;10.285714;;;;;;;;;1.3232143;;;.10714287;;;;10.714285;;;;;;;;;;;;;;;;;;;;;;;;9.3273811;38.911312;22.489885;.053547345;11.410711;41.369629;2;4;0;2
Pop2 Individu;111401901;1;;3;3;.5;.5;.75;.5;;;;;;;;;;;.45831499;1;5.8928571;5.8928571;13.553572;.6428507;0;1.7142944;0;2.3571451;.89285719;.35714287;.17857143;.32142857;.44999999;;;;;;;.5;2.3571429;1.7142857;;;.11071429;.089285716;;;;;;.95595592;3.8214288;;.45000002;11.089285;;1.4285715;;;;4.5;;;;;;;;;;;;;;;;;;;;5.666667;29.216669;9.1821432;.021862246;16.357136;49.835701;3;3;1;4.4285669
Pop2 Individu;111402201;3;;2.57143;2.57143;0;0;4.5;3;;;;;;;;;;;.45831499;0;0;0;;;;;;0;.074401781;.2232143;.2678625;.19285715;.300006;.19047715;;;;;.16517858;3.375;.49107143;.14285715;;;.27678573;;.625;;;;;.26071429;2.3883929;;;;;.71428573;;;;;;;;;;;4.0178571;;;;;;;;;;;;;3.9345288;13.705963;5.0758929;.012085459;9.5892887;21.235708;2;3;1;5.5714302
Pop2 Individu;111402901;1;;4.2857099;4.2857099;0;0;0;0;;;;;;;;;;;1.22221;1;.17142858;.085714288;.19714287;.21428999;0;0;.4714286;.6857186;3.75;2.5;3.75;.034284856;.149994;.023808571;;;;;;1.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6142817;11.958087;2.2214286;.0052891159;9.4936428;18.348869;2;3;1;4.4285698
Pop2 Individu;111403201;1;;0;0;0;0;4.071435;2.7142899;;;;;;;;;;;1.986105;1;5;5;11.5;1.6071428;0;0;0;1.6071428;.17857143;.17857143;.17857143;;.16071428;;.27142859;;;.087500006;.26428571;.0625;;;;;;;;;;;.20357144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.51785713;1.5857142;.88928574;.002117347;9.6646862;20.750397;1;1;1;3.7857184
Pop2 Individu;111404501;1;;2.2142899;2.2142899;0;0;3;2;;;;;;;;;;;3.513895;1;5.4285712;5.4285712;8.1428566;.85714293;0;0;0;.85714293;.055803575;.044642858;.11160715;;.12857144;;.67857146;1.4732143;;.875;1.5857143;.3125;1.9642857;4.2857141;;;;;;;;;;3.2589285;3.8214288;.6428507;;;;10.714285;;;;;;;;;;;;;;;;;;;;;;;;4.8169622;29.953117;11.817851;.02813774;15.670142;47.681301;3;3;2;10.21429
Pop2 Individu;111404601;1;;1.92857;1.92857;0;0;2.571435;1.71429;;;;;;;;;;;1.986105;1;5.1428571;5.1428571;11.828571;1.6071428;0;0;0;1.6071428;.0074401782;;.11904643;;.051428571;;;;;;2.6428573;;;;;;;;;;;;;;;;;;;;.59821433;;;;;;;;;;.53571427;;;;;;;;;;;;;1.0970232;3.9547009;2.6428576;.0062925178;11.315279;23.876524;1;1;1;4.7142887
Pop2 Individu;111406001;1;;5.1220436;5.1220436;0;0;7.6830654;5.1220436;;;;;;;;;;;1.4684739;1;5.7142859;5.7142859;8.5714283;.56911635;0;0;0;.56911635;.079043947;.079043947;.079043947;;;;.20024864;.23185991;;;.097486548;;.69558674;.21078804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.44643021;1.6731017;1.4359697;.0034189755;17;25.087229;2;3;2;16.337784
Pop2 Individu;111406801;1;;3.2857101;3.2857101;0;0;6;4;;;;;;;;;;;1.4404501;0;0;0;;;;;;0;;.4464286;2.5;.053570893;.085713431;.42856714;2.442857;;.32142535;;.26428571;.9375;;;;;;;;;;;1.0178572;;;.20089285;2.25;2.4642859;;;;;;1.25;;;;;;;;;;;;;;;;;;;;3.9836261;14.663383;6.1133928;.014555697;11.531237;25.389544;3;3;2;7.2857103
Pop2 Individu;111406901;3;;3.7142899;3.7142899;0;0;1.607145;1.07143;;;;;;;;;;;1.00397;1;4;2;4.5999999;;;;2.5142605;2.5142605;.625;.23809643;.17857143;.25714287;;.044642858;;;;;;3.5;;;;.30000001;;;;;;;;;;;.45000002;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7247028;5.5934534;6.3142605;.015033954;9.4548597;19.033119;2;3;1;4.7857199
Pop2 Individu;111600201;1;;5.5714302;5.5714302;0;0;5.1428552;3.42857;;;;;;;;;;;.67660999;0;0;0;;;;;;0;.5357089;1.6071428;.4017857;1.1571429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6607122;3.7017803;0;0;10.783732;15.092675;1;1;2;9
Pop2 Individu;111600401;1;;4.8792362;4.8792362;2.0911012;2.0911012;5.2277532;3.4851687;;;;;;;;;;;.31946102;1;5.25;5.25;18.375;.29872876;0;0;0;.29872876;.29043651;.24894062;.20744844;.22404656;.2091143;.14936735;;;;;;.87129217;;;.29872876;.52277529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4881029;3.02215;19.769068;.047069211;17;34.213432;2;3;2;10.654658
Pop2 Individu;111600801;1;;3.7142899;3.7142899;0;0;0;0;;;;;;;;;;;0;0;0;0;;;;;;0;.208325;.4464286;.26785713;.16071428;.44999999;.047619998;.067857146;;;;;.78125;;;;;;;;;.75;;1.2723215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6964258;4.4523735;2.1214285;.0050510201;5.4107156;8.1666632;1;1;1;4.2142897
