POPULATION;NOIND;periode_reference;conso_ca;conso_ca_regl;conso_ca_nb;conso_ca_regl_nb;indic_ca;indic_medic;indic_ni;saison_particuliere;saison_automne;saison_hiver;saison_printemps;saison_ete;saison_autre;saison_autre_libelle;saison_nsp
Pop1 Individu;223303201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223303401;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223303501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223303801;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;223303901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223304801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223305101;4;1;1;2;2;2;0;0;1;1;;;;;                                                            ;
Pop1 Individu;223305301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223305501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223305901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223400501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223400701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223402901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223500401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223501001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223501101;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223501201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223502201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223600201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223600601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223600701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223601101;1;1;2;2;;0;2;0;;;;;;;                                                            ;
Pop1 Individu;223601401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223603101;4;1;1;2;2;1;0;1;2;;;;;;                                                            ;
Pop1 Individu;223603301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223603401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223603701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223603901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223604201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223604801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223800701;4;1;2;1;;0;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;223801201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223801501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223801601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223802001;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;223802501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223803101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223803201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223803501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223803701;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;223803801;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;223803901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223804201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223805001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223805101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223805201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223805801;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;223806301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223806501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223806601;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;223807101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;223900101;4;1;1;3;3;3;0;0;1;1;1;;;;                                                            ;
Pop1 Individu;223900301;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;224100101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224200401;4;1;2;2;;0;2;0;3;;;;;;                                                            ;
Pop1 Individu;224400301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224400401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224401001;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224401201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224401401;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;224401501;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224401601;4;1;1;1;1;0;0;1;1;;1;;;;                                                            ;
Pop1 Individu;224401901;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;224402101;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224402301;1;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;224403301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224403501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224500101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224500501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224500901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224800301;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224900901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224901001;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;224901101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;224901201;4;2;2;;;;;;;;;;;;                                                            ;
